stem,score,horizontal_split_signals,vertical_split_signals,both_axis_cells,wide_text_boxes,tall_text_boxes,num_rows,num_cols,cells,image_path,json_path,examples
40f6e9eea3d27f4e0c50b1539b8621e8772273cd081d990bb3ab5ace870a80f6_0000,330,33,38,14,47,0,56,3,159,/home/chanho-cho/projects/Datasets/table_structure_val/image/40f6e9eea3d27f4e0c50b1539b8621e8772273cd081d990bb3ab5ace870a80f6_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/40f6e9eea3d27f4e0c50b1539b8621e8772273cd081d990bb3ab5ace870a80f6_0000.json,"cell#4 r1c1 bbox=[113.5, 24.0, 716.7, 40.0] crosses_v=1 crosses_h=0 text=""Why doesn't open() return an error when a pipe . . . . . . . . . . . . . . . . ."" || cell#11 r4c1 bbox=[113.5, 74.9, 694.7, 93.6] crosses_v=1 crosses_h=0 text="". . . . . . . . . . . . . . . . . Why can't my script on Unix, ˆZ on MS-DOS)? ."" || cell#14 r5c1 bbox=[255.5, 86.5, 665.7, 111.6] crosses_v=0 crosses_h=1 text='read from STDIN after I gave it EOF (ˆD shell script to perl? . . . . . . . . . ' || cell#22 r7c1 bbox=[118.7, 126.7, 665.7, 147.4] crosses_v=0 crosses_h=1 text='How can I write expect in Perl? . . . . . . . . .'"
d255e67297881eb106de1b910cd3797ef1dde44500e17bd29abe81c32c2607c7_0000,323,54,21,11,43,0,53,3,151,/home/chanho-cho/projects/Datasets/table_structure_val/image/d255e67297881eb106de1b910cd3797ef1dde44500e17bd29abe81c32c2607c7_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/d255e67297881eb106de1b910cd3797ef1dde44500e17bd29abe81c32c2607c7_0000.json,"cell#0 r0c0 bbox=[65.1, 24.5, 413.8, 38.5] crosses_v=1 crosses_h=0 text='Improved Documentation . . . . . . . . . . . . . . . . . .' || cell#3 r1c0 bbox=[64.0, 38.7, 221.8, 54.1] crosses_v=1 crosses_h=0 text='Performance enhancements' || cell#7 r2c1 bbox=[97.7, 58.3, 515.8, 74.4] crosses_v=1 crosses_h=0 text='Simple sort() using { $a < = > $b } and the like are optimized . . . . .' || cell#10 r3c1 bbox=[99.0, 75.8, 515.8, 91.9] crosses_v=1 crosses_h=0 text='Optimized assignments to lexical variables . . . . . . . . . . . . . .'"
46c3b43d945776dd77865b978c631cbabd927b511edd82e35bf8bb2d19e314e7_0000,308,57,24,13,0,0,54,4,152,/home/chanho-cho/projects/Datasets/table_structure_val/image/46c3b43d945776dd77865b978c631cbabd927b511edd82e35bf8bb2d19e314e7_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/46c3b43d945776dd77865b978c631cbabd927b511edd82e35bf8bb2d19e314e7_0000.json,"cell#0 r0c0 bbox=[23.1, 1.3, 58.4, 21.9] crosses_v=1 crosses_h=1 text='72.26' || cell#1 r0c1 bbox=[78.9, 4.2, 146.1, 19.6] crosses_v=1 crosses_h=0 text='AUTHORS' || cell#2 r0c2 bbox=[86.4, 4.1, 267.5, 19.0] crosses_v=1 crosses_h=0 text='. . . . . . . . . . .' || cell#4 r1c0 bbox=[18.5, 16.9, 53.0, 38.0] crosses_v=0 crosses_h=1 text='72.27'"
eda1c387bbfb4ce2ed9dc15a6fc6a22019553f6fd8a7222f3272b5a62c1bab35_0000,301,27,45,16,1,4,8,11,52,/home/chanho-cho/projects/Datasets/table_structure_val/image/eda1c387bbfb4ce2ed9dc15a6fc6a22019553f6fd8a7222f3272b5a62c1bab35_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/eda1c387bbfb4ce2ed9dc15a6fc6a22019553f6fd8a7222f3272b5a62c1bab35_0000.json,"cell#2 r1c4 bbox=[49.1, 26.2, 374.0, 47.0] crosses_v=6 crosses_h=2 text='----------SCRATCH_STACKED_VOLUMES_AVAILABLE_BY_TYPE----------- NONE' || cell#3 r2c0 bbox=[17.6, 38.2, 49.1, 47.0] crosses_v=0 crosses_h=1 text='RECORD' || cell#4 r2c1 bbox=[59.5, 38.2, 85.7, 47.0] crosses_v=0 crosses_h=1 text='3590J' || cell#5 r2c2 bbox=[101.4, 38.2, 127.6, 47.0] crosses_v=0 crosses_h=1 text='3590K'"
d16f3581a878928cdc4e8e91a0b57e73e6d2695522f797a96b462d47ecc59a61_0000,298,41,34,13,8,0,25,6,81,/home/chanho-cho/projects/Datasets/table_structure_val/image/d16f3581a878928cdc4e8e91a0b57e73e6d2695522f797a96b462d47ecc59a61_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/d16f3581a878928cdc4e8e91a0b57e73e6d2695522f797a96b462d47ecc59a61_0000.json,"cell#0 r0c0 bbox=[237.5, 3.1, 720.2, 19.1] crosses_v=3 crosses_h=0 text='Advisory Circular Numbering System' || cell#1 r15c0 bbox=[9.0, 467.7, 724.6, 535.5] crosses_v=5 crosses_h=0 text='3. Within the General Subject Number Areas, Specific selectivity in advisory app' || cell#2 r14c3 bbox=[373.7, 414.1, 705.5, 525.1] crosses_v=2 crosses_h=1 text='circular mail lists is available corresponding to the separate mail lists for ad' || cell#3 r24c0 bbox=[22.0, 718.4, 717.3, 815.2] crosses_v=5 crosses_h=0 text='Individual circular identification numbers. Each circular has a subject number f'"
45a07f2e0d1e7c4df96f4653842d53fa1445d9708bd26a42ff8b6a8b8661c8c2_0000,294,5,93,0,0,0,44,12,492,/home/chanho-cho/projects/Datasets/table_structure_val/image/45a07f2e0d1e7c4df96f4653842d53fa1445d9708bd26a42ff8b6a8b8661c8c2_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/45a07f2e0d1e7c4df96f4653842d53fa1445d9708bd26a42ff8b6a8b8661c8c2_0000.json,"cell#0 r0c4 bbox=[208.4, 1.8, 295.8, 16.9] crosses_v=2 crosses_h=0 text='MVT' || cell#1 r0c6 bbox=[312.0, 2.1, 393.1, 17.4] crosses_v=1 crosses_h=0 text='GDS' || cell#2 r0c8 bbox=[420.8, 2.0, 488.7, 18.0] crosses_v=1 crosses_h=0 text='Lenk' || cell#3 r0c10 bbox=[512.1, 2.7, 587.9, 19.9] crosses_v=1 crosses_h=0 text='HME'"
04378bc47871507167e6abdb9af0938610cddf36039ea8b8ce087b804f52a47a_0000,287,33,39,14,1,0,53,4,150,/home/chanho-cho/projects/Datasets/table_structure_val/image/04378bc47871507167e6abdb9af0938610cddf36039ea8b8ce087b804f52a47a_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/04378bc47871507167e6abdb9af0938610cddf36039ea8b8ce087b804f52a47a_0000.json,"cell#31 r10c1 bbox=[35.0, 189.8, 386.5, 204.0] crosses_v=2 crosses_h=0 text='EXTERNAL TOOLS FOR DEBUGGING PERL .' || cell#52 r17c2 bbox=[108.4, 312.0, 303.1, 332.5] crosses_v=0 crosses_h=1 text='Profiling . . . . . . . . . . .' || cell#53 r18c2 bbox=[109.5, 331.0, 303.1, 350.5] crosses_v=0 crosses_h=1 text='. Gprof Profiling . . . . . . .' || cell#61 r20c2 bbox=[107.9, 366.1, 303.1, 386.3] crosses_v=0 crosses_h=1 text='Pixie Profiling . . . . . . .'"
352d4c2774119bd64852b6969fd0ab250789e6ff4e2fef8a50c660cfe781cb1a_0000,281,28,42,5,46,0,52,3,142,/home/chanho-cho/projects/Datasets/table_structure_val/image/352d4c2774119bd64852b6969fd0ab250789e6ff4e2fef8a50c660cfe781cb1a_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/352d4c2774119bd64852b6969fd0ab250789e6ff4e2fef8a50c660cfe781cb1a_0000.json,"cell#1 r0c1 bbox=[73.9, 30.3, 491.0, 45.8] crosses_v=1 crosses_h=0 text='help . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .' || cell#4 r1c1 bbox=[75.3, 46.4, 491.0, 63.5] crosses_v=1 crosses_h=0 text='Stepping through code . . . . . . . . . . . . . . . . . . . . . . . . .' || cell#7 r2c1 bbox=[77.7, 64.6, 491.0, 81.5] crosses_v=1 crosses_h=0 text='Placeholder for a, w, t, T . . . . . . . . . . . . . . . . . . . . . . . .' || cell#10 r3c1 bbox=[76.7, 82.9, 491.0, 99.4] crosses_v=1 crosses_h=0 text='REGULAR EXPRESSIONS . . . . . . . . . . . . . . . . . . . . .'"
63a9278543289c30115c7bdbb7fbe316256cea2a48c116de6b17543437274a65_0000,276,54,14,5,47,0,54,3,162,/home/chanho-cho/projects/Datasets/table_structure_val/image/63a9278543289c30115c7bdbb7fbe316256cea2a48c116de6b17543437274a65_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/63a9278543289c30115c7bdbb7fbe316256cea2a48c116de6b17543437274a65_0000.json,"cell#1 r0c1 bbox=[55.9, 17.6, 503.2, 34.4] crosses_v=1 crosses_h=0 text='SYNOPSIS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .' || cell#2 r1c0 bbox=[0.2, 31.7, 171.9, 51.4] crosses_v=1 crosses_h=0 text='. . . . 117.2 DESCRIPTION .' || cell#7 r2c1 bbox=[96.1, 54.2, 503.2, 70.7] crosses_v=1 crosses_h=0 text='Target . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .' || cell#8 r3c1 bbox=[97.5, 69.8, 503.2, 88.2] crosses_v=1 crosses_h=0 text='. Other OSes . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .'"
1fe96db8b84eb08c1a41c346d9ae482771b56e495e9fdf4384f9b88dc3cfca80_0000,274,51,25,9,1,0,51,4,170,/home/chanho-cho/projects/Datasets/table_structure_val/image/1fe96db8b84eb08c1a41c346d9ae482771b56e495e9fdf4384f9b88dc3cfca80_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/1fe96db8b84eb08c1a41c346d9ae482771b56e495e9fdf4384f9b88dc3cfca80_0000.json,"cell#1 r0c2 bbox=[118.1, 24.5, 356.8, 40.4] crosses_v=1 crosses_h=0 text='Math::Trig . . . . . . . . . . . . . . .' || cell#4 r1c2 bbox=[117.5, 39.0, 356.8, 56.9] crosses_v=1 crosses_h=0 text='DB_File . . . . . . . . . . . . . . . . .' || cell#7 r2c2 bbox=[119.1, 59.3, 356.8, 75.0] crosses_v=1 crosses_h=0 text='Net::Ping . . . . . . . . . . . . . . . .' || cell#10 r3c2 bbox=[113.4, 75.1, 394.1, 92.8] crosses_v=1 crosses_h=0 text='Object-oriented overrides for builtin operators'"
1cf41f6ce39b44cc609e94533e10fd2ebe807d59f27e8be16c8168077f10b9a0_0000,262,56,16,9,1,0,53,3,155,/home/chanho-cho/projects/Datasets/table_structure_val/image/1cf41f6ce39b44cc609e94533e10fd2ebe807d59f27e8be16c8168077f10b9a0_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/1cf41f6ce39b44cc609e94533e10fd2ebe807d59f27e8be16c8168077f10b9a0_0000.json,"cell#1 r0c1 bbox=[109.0, 3.9, 411.9, 23.1] crosses_v=1 crosses_h=0 text='-A flag . . . . . . . . . . . . . . . . . . . . . . .' || cell#4 r1c1 bbox=[109.7, 25.5, 411.9, 41.0] crosses_v=1 crosses_h=0 text='Enhanced Installation Directories . . . . . . . . .' || cell#6 r2c0 bbox=[53.7, 41.5, 267.9, 55.6] crosses_v=1 crosses_h=0 text=""91.8.11 gcc automatically tried if 'cc'"" || cell#9 r3c0 bbox=[73.7, 61.2, 243.5, 76.9] crosses_v=1 crosses_h=0 text='Platform specific changes . .'"
51add41006d3e1712f8b3db9ab89eef762ed55f431237a22398cc6c9324a2c2c_0000,262,22,37,10,35,0,55,4,169,/home/chanho-cho/projects/Datasets/table_structure_val/image/51add41006d3e1712f8b3db9ab89eef762ed55f431237a22398cc6c9324a2c2c_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/51add41006d3e1712f8b3db9ab89eef762ed55f431237a22398cc6c9324a2c2c_0000.json,"cell#37 r12c1 bbox=[65.2, 241.3, 158.7, 257.6] crosses_v=1 crosses_h=0 text='CPAN Testers' || cell#41 r13c1 bbox=[59.1, 258.3, 166.3, 276.8] crosses_v=1 crosses_h=0 text='PLATFORMS .' || cell#57 r18c2 bbox=[107.0, 344.4, 460.3, 364.8] crosses_v=0 crosses_h=1 text='VOS . . . . . . . . . . . . . . . . . . . . . . . . . . . .' || cell#69 r22c1 bbox=[60.6, 430.8, 344.8, 448.2] crosses_v=1 crosses_h=0 text='FUNCTION IMPLEMENTATIONS . . . . . 52.5.1 Alphabetical Listing of Perl Functions'"
f7d540e416dc343745f895a19ca4d7e51aa54b361f76c4e51dac4118811e2eac_0000,260,59,12,2,37,0,53,4,174,/home/chanho-cho/projects/Datasets/table_structure_val/image/f7d540e416dc343745f895a19ca4d7e51aa54b361f76c4e51dac4118811e2eac_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/f7d540e416dc343745f895a19ca4d7e51aa54b361f76c4e51dac4118811e2eac_0000.json,"cell#1 r0c1 bbox=[55.3, 1.0, 148.5, 15.7] crosses_v=1 crosses_h=0 text='perl572delta' || cell#4 r1c1 bbox=[60.5, 15.0, 203.2, 37.5] crosses_v=1 crosses_h=1 text='DESCRIPTION . .' || cell#7 r2c0 bbox=[16.1, 41.8, 40.0, 57.7] crosses_v=0 crosses_h=1 text='88.2' || cell#8 r2c1 bbox=[78.6, 37.5, 280.0, 52.2] crosses_v=1 crosses_h=0 text='Security Vulnerability Closed . .'"
a0cb31b0c426d77a22b4d0b7d8c0bce7956c570a2658abba262d2e1d4d354796_0000,243,21,45,9,0,0,52,4,157,/home/chanho-cho/projects/Datasets/table_structure_val/image/a0cb31b0c426d77a22b4d0b7d8c0bce7956c570a2658abba262d2e1d4d354796_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/a0cb31b0c426d77a22b4d0b7d8c0bce7956c570a2658abba262d2e1d4d354796_0000.json,"cell#6 r3c1 bbox=[63.1, 66.1, 165.6, 87.1] crosses_v=1 crosses_h=1 text='8.1.21 Summary' || cell#7 r2c2 bbox=[107.8, 62.9, 320.3, 81.2] crosses_v=0 crosses_h=1 text='. . . . . . . . . . . . .' || cell#8 r3c3 bbox=[698.4, 67.7, 720.5, 84.4] crosses_v=0 crosses_h=1 text='101' || cell#10 r4c1 bbox=[75.7, 96.2, 200.2, 112.0] crosses_v=1 crosses_h=0 text='SEE ALSO . . . . .'"
207588a27f93541513f750c13a594bb10e41e3c416d9935c0adebe8cf14667d2_0000,237,35,18,8,38,0,52,4,169,/home/chanho-cho/projects/Datasets/table_structure_val/image/207588a27f93541513f750c13a594bb10e41e3c416d9935c0adebe8cf14667d2_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/207588a27f93541513f750c13a594bb10e41e3c416d9935c0adebe8cf14667d2_0000.json,"cell#27 r9c0 bbox=[18.8, 164.8, 90.4, 180.8] crosses_v=1 crosses_h=0 text='78.12' || cell#28 r9c1 bbox=[34.3, 163.9, 528.7, 178.7] crosses_v=2 crosses_h=0 text='Tests . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .' || cell#43 r14c1 bbox=[21.3, 255.2, 276.6, 271.1] crosses_v=2 crosses_h=0 text='78.13 Installation . . . . . . . . . . . .' || cell#58 r19c1 bbox=[51.9, 349.1, 106.5, 365.6] crosses_v=1 crosses_h=0 text='78.13.5'"
56900fdbd9344f5c6205b360bf5e51759b65c5e2150b527d81673f8bdc185ddc_0000,237,78,1,0,0,0,55,10,284,/home/chanho-cho/projects/Datasets/table_structure_val/image/56900fdbd9344f5c6205b360bf5e51759b65c5e2150b527d81673f8bdc185ddc_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/56900fdbd9344f5c6205b360bf5e51759b65c5e2150b527d81673f8bdc185ddc_0000.json,"cell#2 r0c2 bbox=[299.8, 7.7, 346.0, 23.0] crosses_v=1 crosses_h=0 text='in one or less' || cell#5 r0c6 bbox=[656.0, 7.1, 702.2, 22.0] crosses_v=1 crosses_h=0 text='Due after 10 years (b)' || cell#14 r3c5 bbox=[509.9, 70.7, 622.9, 83.6] crosses_v=1 crosses_h=0 text='$ 11,073' || cell#17 r3c8 bbox=[758.5, 71.1, 840.1, 83.6] crosses_v=1 crosses_h=0 text='125,648'"
64e5436c8aea7d867e6a65087ae45298c4d753a4ee3ae17c65e0d6b0ed494936_0000,234,38,23,10,1,0,55,4,186,/home/chanho-cho/projects/Datasets/table_structure_val/image/64e5436c8aea7d867e6a65087ae45298c4d753a4ee3ae17c65e0d6b0ed494936_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/64e5436c8aea7d867e6a65087ae45298c4d753a4ee3ae17c65e0d6b0ed494936_0000.json,"cell#25 r8c1 bbox=[38.3, 153.2, 240.7, 167.5] crosses_v=2 crosses_h=0 text='KNOWNPROBLEMS . .' || cell#28 r9c0 bbox=[9.3, 168.0, 37.8, 185.5] crosses_v=0 crosses_h=1 text='71.5' || cell#29 r9c1 bbox=[66.1, 172.3, 176.7, 188.6] crosses_v=1 crosses_h=0 text='EXAMPLES . . .' || cell#30 r10c1 bbox=[50.5, 186.9, 261.6, 203.2] crosses_v=1 crosses_h=1 text='. . . . . . . 71.5.1 No Parameters, Nothing returned'"
aad0e86463160c9561f11f75540386b9d555195d387ab589a312c935e3699b22_0000,231,0,60,0,51,0,54,3,156,/home/chanho-cho/projects/Datasets/table_structure_val/image/aad0e86463160c9561f11f75540386b9d555195d387ab589a312c935e3699b22_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/aad0e86463160c9561f11f75540386b9d555195d387ab589a312c935e3699b22_0000.json,"cell#48 r16c0 bbox=[32.1, 299.0, 80.9, 315.4] crosses_v=0 crosses_h=1 text='91.3.41' || cell#51 r17c0 bbox=[32.1, 317.2, 82.1, 333.7] crosses_v=0 crosses_h=1 text='91.3.42' || cell#57 r19c0 bbox=[32.3, 353.1, 82.3, 369.6] crosses_v=0 crosses_h=1 text='91.3.44' || cell#60 r20c0 bbox=[32.6, 370.3, 80.8, 386.7] crosses_v=0 crosses_h=1 text='91.3.45'"
92dca2b156a36d2c365b872591494eaeb60c50adc153f8330ae098567cfbd73f_0000,224,43,14,9,0,8,13,9,110,/home/chanho-cho/projects/Datasets/table_structure_val/image/92dca2b156a36d2c365b872591494eaeb60c50adc153f8330ae098567cfbd73f_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/92dca2b156a36d2c365b872591494eaeb60c50adc153f8330ae098567cfbd73f_0000.json,"cell#1 r12c1 bbox=[71.4, 871.0, 165.3, 992.7] crosses_v=1 crosses_h=0 text='$m Revenue External sales Inter-segment sales Total sales revenue Other income (' || cell#14 r11c1 bbox=[76.9, 608.1, 165.7, 851.2] crosses_v=1 crosses_h=0 text='1,638.1 16.8 1,654.9 20.7 income 1,675.6' || cell#26 r1c2 bbox=[160.9, 53.7, 208.3, 81.5] crosses_v=1 crosses_h=0 text='(90.1) -' || cell#27 r0c2 bbox=[159.0, 2.2, 270.1, 58.8] crosses_v=2 crosses_h=1 text='6,268.0 1,028.3 32.4 (155.9) 904.8 (241.4)'"
1967d1059195db2dc95e11825e770aa09cd0c4381c2e71af1c52894f01371d03_0000,220,48,4,3,49,0,47,2,62,/home/chanho-cho/projects/Datasets/table_structure_val/image/1967d1059195db2dc95e11825e770aa09cd0c4381c2e71af1c52894f01371d03_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/1967d1059195db2dc95e11825e770aa09cd0c4381c2e71af1c52894f01371d03_0000.json,"cell#0 r0c0 bbox=[1.4, 2.1, 352.4, 14.8] crosses_v=1 crosses_h=0 text='Inductance..................................................................12-5' || cell#2 r1c1 bbox=[192.7, 21.6, 352.4, 34.3] crosses_v=1 crosses_h=0 text='.................................12-57' || cell#3 r2c0 bbox=[14.9, 41.1, 352.4, 53.8] crosses_v=1 crosses_h=0 text='The RL Time Constant...........................................12-58' || cell#4 r3c0 bbox=[14.9, 60.6, 352.4, 73.3] crosses_v=1 crosses_h=0 text='Physical Parameters................................................12-58'"
4814b2eea6fd32a64dad2ffaafeafc641c105460842d763349b9df4bfc8e6cf0_0000,220,13,50,6,1,0,52,4,162,/home/chanho-cho/projects/Datasets/table_structure_val/image/4814b2eea6fd32a64dad2ffaafeafc641c105460842d763349b9df4bfc8e6cf0_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/4814b2eea6fd32a64dad2ffaafeafc641c105460842d763349b9df4bfc8e6cf0_0000.json,"cell#0 r0c0 bbox=[38.8, 13.3, 81.5, 29.1] crosses_v=1 crosses_h=0 text='70.2.8' || cell#43 r14c2 bbox=[99.3, 266.7, 390.2, 283.6] crosses_v=1 crosses_h=0 text='Subroutines . . . . . . . . . . .' || cell#46 r15c1 bbox=[45.1, 280.4, 88.8, 297.3] crosses_v=0 crosses_h=1 text='70.3.1' || cell#67 r22c1 bbox=[41.7, 408.7, 97.3, 426.3] crosses_v=1 crosses_h=0 text='Compiled'"
97a921e14e324fd9c9ee532b8575ee44a30973efa38b6059f0e6375fe03456c0_0000,215,32,18,6,35,0,49,3,143,/home/chanho-cho/projects/Datasets/table_structure_val/image/97a921e14e324fd9c9ee532b8575ee44a30973efa38b6059f0e6375fe03456c0_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/97a921e14e324fd9c9ee532b8575ee44a30973efa38b6059f0e6375fe03456c0_0000.json,"cell#9 r3c0 bbox=[12.8, 86.7, 175.4, 102.8] crosses_v=1 crosses_h=0 text='107.2 AUTHOR . . .' || cell#12 r4c0 bbox=[4.1, 116.5, 219.7, 133.3] crosses_v=1 crosses_h=0 text='108 README.hpux' || cell#14 r5c0 bbox=[9.5, 133.1, 212.1, 151.2] crosses_v=1 crosses_h=0 text='108.1 DESCRIPTION . . .' || cell#42 r14c1 bbox=[111.5, 296.0, 445.8, 312.4] crosses_v=1 crosses_h=0 text='Portability Between PA-RISC Versions . . . . . . . .'"
67d98a4f988e49f7cb83ede2ef380514589f1cff5a32e1896d721a23a551bbd5_0000,213,18,43,6,0,0,52,4,154,/home/chanho-cho/projects/Datasets/table_structure_val/image/67d98a4f988e49f7cb83ede2ef380514589f1cff5a32e1896d721a23a551bbd5_0000.png,/home/chanho-cho/projects/Datasets/table_structure_val/json/67d98a4f988e49f7cb83ede2ef380514589f1cff5a32e1896d721a23a551bbd5_0000.json,"cell#14 r5c1 bbox=[55.4, 118.1, 299.6, 131.8] crosses_v=1 crosses_h=0 text='. . . . . . . . BUGS . . . . . . . . . . . . . . . .' || cell#16 r5c0 bbox=[13.8, 115.1, 45.2, 133.1] crosses_v=0 crosses_h=1 text='53.9' || cell#19 r6c1 bbox=[55.4, 137.8, 217.4, 153.1] crosses_v=1 crosses_h=0 text='53.9.1 Broken systems .' || cell#20 r7c1 bbox=[55.4, 153.6, 248.7, 168.5] crosses_v=1 crosses_h=0 text='. . SEE ALSO . . . . . . . . .'"
